transaction_id,product1,product2,product3,product4,product5,product6,product7,product8,product9,product10,product11,product12,product13,product14,product15,product16,product17,product18,product19,product20,product21,product22,product23,product24,product25,product26,product27,product28,product29,product30,product31,product32,product33,product34,product35,product36,product37,product38,product39,product40,product41,product42,product43,product44,product45
1927,French White 2,Cocktails/Liqueurs,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Standard Lager,French White 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,Standard Lager,Spirits & Fortified,Sparkling,Premium Lager,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,World Beer,Small Sizes Red,Premium Lager,Miscellaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,Standard Lager,Speciality Beer,Italy White,Cocktails/Liqueurs,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,Standard Lager,Spirits Mixers,Small Sizes White,Over-Ice Cider,Fruit Cider,Cocktails/Liqueurs,Brnd Alchol Carbntes,Basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,White Boxes,Premium Lager,Over-Ice Cider,New Zealand White,Italy White,Italian White,German,French Red South,French Red 2,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,Sparkling,South Africa Red,Sherry Spanish,New Zealand White,Made Wine British,Italy White,French Red South,French Red 2,Everyday Cider,Cocktails/Liqueurs,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,Standard Lager,South Africa White,Premium Lager,Premium Cider,Own Label,No/Low Alc Cider,Made Wine British,Iberia White,French White 2,Everyday Cider,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,South America White,Small Sizes Red,New Zealand White,Italian Red,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,World Beer,White Boxes,Sparkling,South America,South Africa Red,Rum,Red Wine Bxes & 25Cl,Premium Cider,Port,Over-Ice Cider,Other Red,Italy White,Italian White,French Red 2,Everyday Cider,Cocktails/Liqueurs,Australian White,Australian Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,Whisky,Sparkling,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,World Beer,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,White Rum,Whisky,Vodka,Sparkling,South Africa Red,Sherry Spanish,Port,Italy White,Italian Red,Iberia,Gin,French Red South,Cocktails/Liqueurs,Brandy/Cognac,Australian Red,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,Iberia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,World Beer,White Rum,Whisky,Vermouths/Aperitifs,Standard Lager,Spirits Mixers,South America,South African White,Rum,Premium Lager,Premium Cider,Port,Over-Ice Cider,New Zealand White,Italy White,Italian White,French Red 2,Cocktails/Liqueurs,Brandy/Cognac,America White,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Vodka,French White 2,Cocktails/Liqueurs,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,Premium Lager,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,Vodka,Standard Lager,Spirits Mixers,Sparkling,Small Sizes Red,Premium Lager,Italian White,Cocktails/Liqueurs,Brnd Alchol Carbntes,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Whisky,Vodka,Stout,Spirits Mixers,Spirits & Fortified,Speciality Beer,Sparkling,South America White,South America,South Africa White,South Africa Red,Sherry Spanish,Rum,Premium Lager,Premium Cider,Port,Own Label,Over-Ice Cider,New Zealand White,New Zealand Red,Malt Whisky,Made Wine British,Italy White,Italian White,Italian Red,Iberia White,Iberia,Gin,Generic,Fruit Cider,French White Loire,French Red South,French Red 2,Cocktails/Liqueurs,Champagne,British Fortified,Bottled Ale,Bitter,Barware,Australian White,Australian Red,Australia White,American Rose,American Red,America White
1948,World Beer,Sparkling,Italy White,Italian White,German,Generic,Cocktails/Liqueurs,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,Everyday Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,Whisky,Vodka,South America,South Africa Red,Premix Fruit Spirits,Other Red,Italy White,Iberia,Generic,Cocktails/Liqueurs,Australian White,Australian Red,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,Whisky,Cocktails/Liqueurs,American White,American Rose,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,Premium Lager,Brnd Alchol Carbntes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,World Beer,Whisky,Spirits & Fortified,South African White,Rum,Iberia White,Generic,French White 2,Cocktails/Liqueurs,Bottled Ale,Basics,Australian White,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,White Rum,Whisky,Vodka,Rum,Malt Whisky,Gin,Cocktails/Liqueurs,Brnd Alchol Carbntes,Brandy/Cognac,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,World Beer,Vodka,Standard Lager,Generic,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,Sparkling,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Whisky,Premium Cider,Over-Ice Cider,Brandy/Cognac,Bottled Ale,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,Standard Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,White Rum,Whisky,Standard Lager,Premium Lager,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,South Africa Red,Rum,Italian White,Italian Red,French Red,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,Whisky,Sparkling,Sherry Spanish,Port,Over-Ice Cider,Italy White,Iberia White,Cocktails/Liqueurs,Champagne,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,Whisky,South America,Cocktails/Liqueurs,Champagne,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,White Rum,Standard Lager,Gin,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,White Boxes,Whisky,Standard Lager,South America White,South African White,Premium Lager,Low Alcohol A.C,Champagne,Australian White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,Italian Red,French Red 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,White Uk,Sparkling,South America White,South African White,Premium Lager,Other Red,Italian White,Italian Red,Iberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,Italian Red,French Red 2,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,Standard Lager,Sparkling,Over-Ice Cider,Other Red,Italy White,Italian Red,Generic,Cocktails/Liqueurs,Australian Red,American Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Whisky,Vodka,South America,South Africa Red,Other Red,Made Wine British,Italian Red,Iberia,French Red South,French Red 2,French Red,Cocktails/Liqueurs,Bottled Ale,Australian Red,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,World Beer,Stout,South Africa Red,Sherry Spanish,Premium Lager,Premium Canned Ale,Malt Whisky,Italian Red,Gin,French Red,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Stout,Premium Lager,Premium Cider,Own Label,Everyday Cider,Bottled Ale,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,World Beer,White Rum,White Boxes,Whisky,Stout,Standard Lager,South America White,South America,South African White,South Africa White,Sherry Spanish,Rum,Other Red,New Zealand White,New Zealand Red,Nablab,Malt Whisky,Italy White,Italian Red,Iberia White,Iberia,Gin,French White 2,French White,French Red 2,Everyday Cider,Cocktails/Liqueurs,Champagne,British Fortified,Bottled Ale,Australian Rose,Australian Red,American White,American Red,,,,,,,,,,,
1976,World Beer,White Rum,Whisky,Standard Lager,South America,South Africa White,South Africa Red,Premium Lager,Over-Ice Cider,Italy White,Italian Red,Iberia,French White,Cocktails/Liqueurs,Brandy/Cognac,Beer/Lager Gifts,Australian White,Australian Red,American White,American Rose,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,
1977,White Rum,Speciality Beer,Sparkling,Premium Lager,Port,Over-Ice Cider,New Zealand White,Cocktails/Liqueurs,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,World Beer,Vodka,Spirits Mixers,Speciality Beer,South Africa White,Over-Ice Cider,New Zealand White,Italy White,Iberia,Brandy/Cognac,Australia White,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,World Beer,Wine Gifts,White Rum,Whisky,Vodka,Std Canned Ale,Standard Lager,Sparkling,South America,South Africa White,South Africa Red,Sherry Spanish,Premium Lager,Premium Canned Ale,Port,Own Label,Over-Ice Cider,Other Red,New Zealand White,Low Alcohol A.C,Lo/No Alcho Red Cgb,Italy White,Italian Red,Iberia,Gin,Generic,French White South,French Red South,French Red 2,Champagne,Brandy/Cognac,Bottled Ale,Bitter,Australian White,Australian Red,Australia White,American White,American Rose,America White,,,,,,
1980,World Beer,Vodka,Standard Lager,Spirits Mixers,Spirits & Fortified,Sparkling,South America,Small Sizes White,Premium Lager,Premium Cider,Over-Ice Cider,Italy White,Italian Red,Iberia,Gin,Fruit Cider,French White South,French Red 2,Australian Red,American Red,,,,,,,,,,,,,,,,,,,,,,,,,
1981,South America,South Africa Red,Red Wine Bxes & 25Cl,Premium Cider,Over-Ice Cider,Italian Red,Iberia,Fruit Cider,Cocktails/Liqueurs,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,French Red South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,Italy White,French White 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,Whisky,Standard Lager,Port,French Red 2,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,World Beer,Standard Lager,South America,South Africa Red,Sherry Spanish,Premium Lager,Premium Cider,New Zealand White,New Zealand Red,Miscellaneous,Lo/No Alcho Red Cgb,Italian Red,Iberia White,Iberia,French White 2,French Red 2,Fine Wines,Brandy/Cognac,Bottled Ale,Australian White,Australian Red,Australia White,Argentina Red,,,,,,,,,,,,,,,,,,,,,,
1987,Vodka,Premium Cider,Fruit Cider,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,White Boxes,Whisky,Premium Lager,Over-Ice Cider,Gin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Whisky,Vodka,Standard Lager,Sparkling,Premium Lager,Bitter,American White,American Rose,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Sparkling,South Africa White,South Africa Red,Premium Lager,Port,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Whisky,South America,South Africa Red,Italy White,Italian White,Italian Red,Iberia,Gin,French White South,French Red South,French Red 2,Cocktails/Liqueurs,Bitter,Australian White,Australian Red,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,Wine Gifts,Whisky,Speciality Beer,Sparkling,Over-Ice Cider,Other Red,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,World Beer,Standard Lager,Speciality Beer,South Africa Red,Premium Lager,Premium Cider,Other Red,Italian Red,Iberia,French Red 2,Cocktails/Liqueurs,Australian Red,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Whisky,Vodka,South America,Premium Lager,Nablab,Made Wine British,Italy White,Everyday Cider,Bottled Ale,Bitter,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,White Boxes,Premix Fruit Spirits,Over-Ice Cider,Nablab,Italy White,Brnd Alchol Carbntes,Australian White,American Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,Port,Over-Ice Cider,Made Wine British,Generic,Fruit Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,Premium Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,World Beer,Premium Cider,Italian White,Italian Red,Fruit Cider,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,South America,Small Sizes Red,Champagne,Australian White,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,South Africa Red,Premium Cider,Premium Canned Ale,New Zealand White,Cocktails/Liqueurs,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,No/Low Alc Cider,Cocktails/Liqueurs,Champagne,Basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Whisky,Standard Lager,New Zealand White,Australian White,Australian Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,World Beer,Vodka,Speciality Beer,Sparkling,South America,Premium Lager,Malt Whisky,Italy White,Italian White,Italian Red,French Red South,French Red 2,Cocktails/Liqueurs,Champagne,Bottled Ale,Bitter,Australian White,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,World Beer,Premium Lager,Gin,Generic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Australian White,Australia White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Brnd Alchol Carbntes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,World Beer,White Rum,White Other Europe,Whisky,Vodka,Vermouths/Aperitifs,Speciality Beer,Sparkling,South America,South Africa Red,Rum,Premium Lager,Premium Cider,Own Label,Over-Ice Cider,Other Red,New Zealand White,Nablab,Made Wine British,Lo/No Alcho Red Cgb,Iberia,Gin,Generic,Fruit Cider,French Red 2,Brandy/Cognac,Australian Red,American Red,America White,,,,,,,,,,,,,,,,
2008,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Italy White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Premium Lager,Cocktails/Liqueurs,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Spirits Mixers,Small Sizes Red,Premium Lager,French Red 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Over-Ice Cider,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,White Rum,White Boxes,Whisky,Cocktails/Liqueurs,Barware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,White Uk,White Rum,Whisky,Standard Lager,South America White,South Africa White,Premium Lager,Port,Over-Ice Cider,Miscellaneous,Italian White,Everyday Cider,Cocktails/Liqueurs,Brnd Alchol Carbntes,Brandy/Cognac,Bitter,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,White Rum,Standard Lager,Sparkling,Made Wine British,Italy White,Champagne,Bitter,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,World Beer,Whisky,Premium Lager,Nablab,Italian Red,French Red South,French Red 2,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Sparkling,South Africa Red,French Red South,Cocktails/Liqueurs,British Fortified,Brandy/Cognac,Basics,Australian Red,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,World Beer,White Boxes,Whisky,Vodka,Vermouths/Aperitifs,Standard Lager,Sparkling,South America White,Premium Lager,Premium Cider,Own Label,Over-Ice Cider,New Zealand White,Malt Whisky,Italy White,Iberia,Gin,German,Generic,French White 2,French Red South,French Red,Everyday Cider,Cocktails/Liqueurs,Bottled Ale,Australian White,,,,,,,,,,,,,,,,,,,
2019,Whisky,Standard Lager,Sparkling,South America,Premium Lager,German,Cocktails/Liqueurs,Brnd Alchol Carbntes,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Vodka,Premium Lager,Italian Red,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Whisky,Standard Lager,Sparkling,Premium Lager,Premium Cider,Over-Ice Cider,Fruit Cider,Champagne,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Whisky,Vodka,Premium Lager,Other Red,Italian Red,Brandy/Cognac,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Spirits Mixers,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,World Beer,Italian White,German,French Red 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,Whisky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Wine Gifts,Whisky,Premium Lager,New Zealand White,Italian Red,Iberia,French Red 2,Australian White,Australian Red,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,Standard Lager,Sparkling,Over-Ice Cider,Cocktails/Liqueurs,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,World Beer,Stout,Sparkling,South America White,Premium Lager,Premium Cider,Over-Ice Cider,Cocktails/Liqueurs,Brandy/Cognac,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,Vodka,New Zealand White,Miscellaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,South America,South Africa Red,Over-Ice Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,Speciality Beer,South America,Small Sizeswhite Oth,Premium Lager,Iberia White,Fruit Cider,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,Malt Whisky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,Whisky,South Africa Red,Premium Lager,New Zealand White,Made Wine British,Ireland Products,Bottled Ale,Australian White,Australian Red,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,Standard Lager,Sparkling,Rum,Premium Lager,Premium Cider,Low Alcohol A.C,Bitter,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,British Fortified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,World Beer,Whisky,Vodka,Standard Lager,Spirits Mixers,Speciality Beer,Sparkling,South America,Premium Lager,Premium Cider,Port,Own Label,Over-Ice Cider,Gin,French Red 2,Cocktails/Liqueurs,Australian Sparkling,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,Standard Lager,Nablab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,World Beer,Standard Lager,Spirits Mixers,Premium Cider,Over-Ice Cider,Generic,Fruit Cider,Cocktails/Liqueurs,Bottled Ale,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,Vodka,Speciality Beer,Sparkling,Port,Over-Ice Cider,Italy White,Iberia,Gin,Champagne,Australian White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,World Beer,Sparkling,Premium Lager,Port,Other Red,Italian Red,Iberia,Cocktails/Liqueurs,Bottled Ale,Australian White,Australian Red,American White,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,South Africa White,Port,New Zealand White,French White 2,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,Vodka,South America White,South Africa White,Small Sizes White,Small Sizes Red,Premium Lager,Premium Cider,Over-Ice Cider,Italy White,Italian White,French Red 2,Everyday Cider,Brnd Alchol Carbntes,Australian White,Australian Red,American White,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,Wine Gifts,Stout,Sparkling,Perry,Other Red,Italy White,Italian White,German,French White 2,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,White Rum,Whisky,Vodka,Vermouths/Aperitifs,South America,South African White,South Africa Red,Rum,Port,Madeira & Marsala,Italy White,Iberia,Gin,French Red South,French Red 2,Cocktails/Liqueurs,Champagne,Brandy/Cognac,Barware,Australian Red,American White,American Red,,,,,,,,,,,,,,,,,,,,,,,
2046,Port,New Zealand White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,World Beer,Standard Lager,Sparkling,South America,Small Sizes White,Small Sizes Red,Premium Lager,New Zealand White,Italy White,Iberia,Fruit Cider,French White South,French Red South,French Red,Champagne,Australian Red,American White,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,Spirits Mixers,Premium Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,World Beer,Speciality Beer,Made Wine British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,Sparkling,Small Sizes White,Other Red,Cocktails/Liqueurs,Australian White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,Whisky,Vodka,Small Sizes White,Over-Ice Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,Whisky,Vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,Whisky,Speciality Beer,Premium Lager,Cocktails/Liqueurs,Barware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,Other Red,Lo/No Alcho Red Cgb,French Red 2,Barware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,World Beer,Whisky,Vodka,Spirits Mixers,Sparkling,South Africa Red,Small Sizes White,Premium Lager,Over-Ice Cider,Other Red,New Zealand White,Italian Red,Iberia,Everyday Cider,Brnd Alchol Carbntes,Bottled Ale,American White,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,World Beer,Whisky,Speciality Beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,Whisky,Sparkling,Small Sizes Red,Premium Cider,Port,No/Low Alc Cider,French Red 2,Bottled Ale,Australian White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,Vodka,South Africa Red,Small Sizes Wht Othr,Small Sizes White,French White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,Vodka,Standard Lager,Sparkling,South America,South Africa White,South Africa Red,Small Sizeswhite Oth,Small Sizes Wht Othr,Small Sizes White,Small Sizes Red,Rum,Premium Lager,French Red 2,Australian Red,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,White Uk,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,World Beer,Standard Lager,Speciality Beer,Sparkling,South America White,South America,South African White,Rum,New Zealand White,Iberia,Gin,French Red South,French Red 2,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,Whisky,Standard Lager,Spirits Mixers,Spirits & Fortified,Premium Lager,Cocktails/Liqueurs,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,Whisky,Vodka,Standard Lager,Spirits Mixers,Spirits & Fortified,Italian White,Everyday Cider,Brandy/Cognac,Beer/Lager Gifts,American White,American Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,Standard Lager,Spirits Mixers,Sparkling,Ready To Drink,Premium Lager,Own Label,Fruit Cider,Champagne,American White,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,World Beer,Vodka,Vermouths/Aperitifs,Standard Lager,South America White,South America,South Africa White,South Africa Red,Premium Lager,Premium Cider,New Zealand White,Italy White,Italian White,Italian Red,Iberia White,Iberia,Gin,French White 2,French White,French Red South,French Red 2,Brandy/Cognac,Bitter,Australian White,Australian Red,American Red,,,,,,,,,,,,,,,,,,,
2068,World Beer,Vodka,Vermouths/Aperitifs,Stout,Standard Lager,South America White,South African White,South Africa White,South Africa Red,Premium Lager,New Zealand White,Italy White,Italian White,Italian Red,Iberia,Gin,German,French White Loire,French White 2,French Red South,French Red 2,Brandy/Cognac,Bottled Ale,Australian White,Australian Red,American Red,,,,,,,,,,,,,,,,,,,
2069,Whisky,Premium Lager,Fruit Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,Standard Lager,Premium Lager,German,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,Whisky,Standard Lager,Premium Lager,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,World Beer,Vermouths/Aperitifs,Speciality Beer,Premium Lager,Premium Cider,Over-Ice Cider,Gin,German,Fruit Cider,French White 2,French Red 2,Cocktails/Liqueurs,Brnd Alchol Carbntes,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,World Beer,White Rum,Whisky,Vermouths/Aperitifs,Stout,Sparkling,South America White,South African White,Small Sizes White,Sherry Spanish,Premium Lager,New Zealand White,Malt Whisky,Italy White,Italian Red,Iberia,French White,French Red 2,French Red,Cocktails/Liqueurs,Bottled Ale,Bitter,Australian White,Australian Rose,Australian Red,America White,,,,,,,,,,,,,,,,,,,
2074,Whisky,Standard Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
